time,PT1: HP,PT2: FUEL,PT3: OX,PT4: ENG?, PT5,PT6,PT7,PT8
18:46:34:069,1,2,433,2845,2690,2746,11865,2845
18:46:34:257,1,2,432,2838,2683,2745,11858,2838
18:46:34:382,1,2,432,2836,2688,2744,11859,2836
18:46:34:538,1,2,432,2837,2691,2744,11852,2837
18:46:34:664,1,2,431,2837,2686,2743,11839,2837
18:46:34:851,1,2,431,2832,2689,2743,11836,2832
18:46:34:977,1,2,431,2836,2690,2742,11825,2836
18:46:35:165,1,2,431,2836,2686,2743,11832,2836
18:46:35:290,1,2,430,2840,2689,2746,11820,2840
18:46:35:447,1,2,430,2841,2682,2743,11814,2841
18:46:35:573,1,2,430,2836,2686,2746,11811,2836
18:46:35:760,1,2,429,2835,2689,2748,11801,2835
18:46:35:884,1,2,429,2836,2686,2744,11795,2836
18:46:36:041,1,2,429,2839,2686,2748,11790,2839
18:46:36:167,1,2,429,2836,2689,2745,11788,2836
18:46:36:354,1,2,428,2846,2688,2745,11772,2846
18:46:36:480,1,2,428,2842,2688,2746,11770,2842
18:46:36:668,1,2,428,2841,2689,2746,11763,2841
18:46:36:793,1,2,427,2835,2681,2742,11757,2835
18:46:36:951,1,2,427,2839,2690,2742,11751,2839
18:46:37:077,1,2,427,2838,2693,2750,11744,2838
18:46:37:266,1,2,427,2836,2685,2749,11739,2836
18:46:37:391,1,2,426,2830,2683,2746,11730,2830
18:46:37:547,1,2,426,2837,2688,2744,11729,2837
18:46:37:670,1,2,426,2843,2687,2746,11719,2843
18:46:37:857,1,2,425,2841,2688,2738,11710,2841
18:46:37:981,1,2,425,2844,2688,2747,11707,2844
18:46:38:168,1,2,424,2833,2685,2742,11692,2833
18:46:38:293,1,2,424,2840,2693,2743,11693,2840
18:46:38:450,1,2,424,2839,2688,2745,11677,2839
18:46:38:573,1,2,424,2839,2683,2745,11675,2839
18:46:38:761,1,2,423,2835,2689,2745,11666,2835
18:46:38:886,1,2,423,2841,2686,2748,11661,2841
18:46:39:043,1,2,423,2836,2688,2744,11656,2836
18:46:39:167,1,2,422,2836,2687,2744,11647,2836
18:46:39:418,1,2,422,2836,2689,2738,11640,2836
18:46:39:481,1,2,422,2837,2687,2749,11631,2837
18:46:39:634,1,2,423,2840,2683,2743,11663,2840
18:46:39:759,1,2,423,2839,2687,2742,11669,2839
18:46:39:945,1,2,423,2836,2688,2743,11671,2836
18:46:40:071,1,2,424,2839,2683,2740,11676,2839
18:46:40:258,1,2,424,2845,2689,2742,11678,2845
18:46:40:384,1,2,424,2840,2686,2745,11675,2840
18:46:40:539,1,2,424,2839,2683,2750,11680,2839
18:46:40:666,1,2,424,2831,2685,2744,11689,2831
18:46:40:851,1,2,424,2831,2687,2748,11689,2831
18:46:40:976,1,2,425,2834,2688,2744,11696,2834
18:46:41:133,1,2,425,2839,2686,2744,11696,2839
18:46:41:255,1,2,425,2840,2683,2741,11700,2840
18:46:41:443,1,2,425,2842,2689,2747,11704,2842
18:46:41:568,1,2,425,2838,2684,2740,11703,2838
18:46:41:758,1,1,425,2840,2685,2734,11707,2840
18:46:41:883,1,2,426,2837,2688,2743,11716,2837
18:46:42:036,1,2,426,2839,2684,2745,11720,2839
18:46:42:161,1,2,426,2835,2688,2747,11719,2835
18:46:42:350,1,2,426,2837,2687,2746,11724,2837
18:46:42:472,1,2,426,2836,2686,2745,11731,2836
18:46:42:659,1,2,426,2837,2687,2742,11732,2837
18:46:42:785,1,2,427,2837,2689,2736,11740,2837
18:46:42:943,1,2,427,2841,2686,2746,11744,2841
18:46:43:068,1,2,427,2836,2689,2748,11748,2836
18:46:43:256,1,2,427,2836,2685,2743,11753,2836
18:46:43:380,1,2,427,2841,2690,2743,11750,2841
18:46:43:537,1,2,428,2843,2691,2743,11761,2843
18:46:43:662,1,2,428,2832,2687,2744,11764,2832
18:46:43:850,1,2,428,2833,2686,2748,11768,2833
18:46:43:975,1,2,428,2832,2682,2745,11772,2832
18:46:44:163,1,2,428,2840,2690,2748,11777,2840
18:46:44:287,1,2,428,2837,2684,2744,11777,2837
18:46:44:442,1,2,429,2831,2687,2747,11782,2831
18:46:44:566,1,2,429,2837,2690,2748,11789,2837
18:46:44:751,1,2,429,2841,2690,2746,11794,2841
18:46:44:875,1,2,429,2840,2694,2745,11794,2840
18:46:45:061,1,2,429,2835,2681,2740,11796,2835
18:46:45:186,1,2,429,2829,2691,2744,11799,2829
18:46:45:344,1,2,430,2839,2691,2744,11808,2839
18:46:45:468,1,2,430,2840,2686,2743,11810,2840
18:46:45:653,1,2,430,2838,2685,2746,11810,2838
18:46:45:780,1,2,430,2836,2690,2740,11818,2836
18:46:45:935,1,2,430,2832,2683,2745,11820,2832
18:46:46:060,1,2,430,2838,2688,2744,11815,2838
18:46:46:249,1,2,430,2837,2691,2743,11817,2837
18:46:46:372,1,2,431,2839,2685,2745,11826,2839
18:46:46:559,1,2,431,2838,2683,2750,11831,2838
18:46:46:684,1,2,431,2832,2689,2745,11830,2832
18:46:46:841,1,2,431,2832,2686,2744,11834,2832
18:46:46:968,1,2,431,2835,2685,2747,11832,2835
18:46:47:156,1,2,432,2838,2684,2742,11845,2838
18:46:47:282,1,2,431,2837,2683,2746,11839,2837
18:46:47:439,1,2,432,2835,2685,2748,11845,2835
18:46:47:565,1,2,432,2841,2688,2745,11849,2841
18:46:47:753,1,2,432,2841,2691,2751,11849,2841
18:46:47:877,1,2,432,2838,2684,2744,11853,2838
18:46:48:065,1,2,432,2834,2684,2742,11853,2834
18:46:48:190,1,2,432,2838,2687,2748,11854,2838
18:46:48:346,1,2,432,2836,2685,2745,11859,2836
18:46:48:470,1,2,432,2838,2690,2743,11858,2838
18:46:48:656,1,2,432,2840,2690,2745,11862,2840
18:46:48:781,1,2,432,2836,2685,2743,11860,2836
18:46:48:936,1,2,432,2834,2685,2743,11861,2834
18:46:49:059,1,2,433,2837,2689,2739,11865,2837
18:46:49:249,1,2,433,2838,2686,2747,11865,2838
18:46:49:373,1,2,433,2838,2686,2741,11866,2838
18:46:49:562,1,2,433,2839,2688,2744,11867,2839
18:46:49:688,1,2,433,2839,2685,2742,11866,2839
18:46:49:843,1,2,433,2841,2692,2749,11871,2841
18:46:49:969,1,2,433,2830,2684,2747,11870,2830
18:46:50:157,1,2,433,2838,2683,2743,11871,2838
18:46:50:284,1,2,433,2839,2684,2748,11875,2839
18:46:50:441,1,2,433,2835,2687,2747,11877,2835
18:46:50:566,1,2,433,2835,2685,2746,11879,2835
18:46:50:752,1,2,433,2841,2685,2749,11879,2841
18:46:50:879,1,2,433,2840,2689,2740,11876,2840
18:46:51:065,1,2,433,2842,2685,2742,11882,2842
18:46:51:188,1,2,433,2836,2684,2747,11882,2836
18:46:51:345,1,2,433,2839,2690,2745,11879,2839
18:46:51:471,1,2,433,2834,2684,2747,11883,2834
18:46:51:658,1,2,433,2839,2688,2749,11881,2839
18:46:51:782,1,2,433,2841,2683,2744,11882,2841
18:46:51:939,1,2,433,2838,2689,2746,11884,2838
18:46:52:065,1,2,434,2838,2689,2747,11890,2838
18:46:52:251,1,2,433,2841,2684,2739,11886,2841
18:46:52:377,1,2,434,2831,2688,2743,11892,2831
18:46:52:567,1,2,434,2842,2687,2741,11889,2842
18:46:52:691,1,2,434,2836,2681,2747,11894,2836
18:46:52:851,1,2,434,2840,2690,2737,11890,2840
18:46:52:976,1,2,434,2840,2683,2747,11888,2840
18:46:53:165,1,2,434,2840,2685,2743,11892,2840
18:46:53:288,1,2,434,2837,2685,2747,11891,2837
18:46:53:443,1,2,434,2838,2689,2746,11889,2838
18:46:53:567,1,2,434,2838,2688,2743,11897,2838
18:46:53:754,1,2,434,2835,2687,2745,11895,2835
18:46:53:879,1,2,434,2835,2681,2749,11899,2835
18:46:54:068,1,2,434,2842,2688,2748,11893,2842
18:46:54:194,1,2,434,2835,2685,2746,11898,2835
18:46:54:353,1,2,434,2832,2688,2744,11903,2832
18:46:54:479,1,2,434,2836,2691,2745,11900,2836
18:46:54:665,1,2,435,2840,2688,2740,11909,2840
18:46:54:791,1,2,434,2833,2689,2746,11903,2833
18:46:54:948,1,2,434,2839,2685,2748,11904,2839
18:46:55:073,1,2,434,2834,2686,2743,11905,2834
18:46:55:259,1,2,435,2838,2681,2745,11911,2838
18:46:55:383,1,2,434,2840,2684,2737,11905,2840
18:46:55:570,1,2,435,2837,2690,2745,11909,2837
18:46:55:698,1,2,434,2834,2686,2748,11903,2834
18:46:55:838,1,2,435,2843,2688,2744,11908,2843
18:46:55:965,1,2,435,2837,2686,2743,11911,2837
18:46:56:153,1,2,435,2842,2688,2744,11914,2842
18:46:56:280,1,2,435,2839,2688,2752,11914,2839
18:46:56:465,1,2,435,2838,2685,2743,11914,2838
18:46:56:590,1,2,435,2835,2683,2745,11911,2835
18:46:56:744,1,2,435,2835,2684,2740,11914,2835
18:46:56:868,1,2,435,2838,2687,2738,11915,2838
18:46:57:055,1,2,435,2838,2681,2746,11920,2838
18:46:57:181,1,2,435,2840,2695,2745,11915,2840
18:46:57:369,1,2,435,2835,2686,2745,11927,2835
18:46:57:495,1,2,435,2847,2686,2739,11925,2847
18:46:57:649,1,2,435,2834,2689,2740,11923,2834
18:46:57:773,1,2,435,2838,2683,2739,11927,2838
18:46:57:961,1,2,435,2836,2687,2745,11927,2836
18:46:58:086,1,2,435,2841,2689,2747,11928,2841
18:46:58:241,1,2,436,2836,2687,2746,11929,2836
18:46:58:368,1,2,436,2839,2687,2748,11930,2839
18:46:58:555,1,2,435,2845,2687,2746,11928,2845
18:46:58:679,1,2,436,2834,2689,2740,11933,2834
18:46:58:863,1,2,436,2842,2686,2744,11937,2842
18:46:58:989,1,2,436,2831,2679,2751,11934,2831
18:46:59:144,1,2,436,2833,2684,2741,11935,2833
18:46:59:269,1,2,436,2836,2684,2744,11935,2836
18:46:59:458,1,2,436,2840,2683,2743,11942,2840
18:46:59:581,1,2,436,2839,2687,2741,11942,2839
18:46:59:769,1,2,436,2836,2687,2750,11939,2836
18:46:59:892,1,2,436,2840,2690,2742,11941,2840
18:47:00:048,1,2,436,2840,2691,2747,11937,2840
18:47:00:171,1,2,436,2839,2689,2741,11938,2839
18:47:00:358,1,2,436,2834,2689,2745,11950,2834
18:47:00:484,1,2,436,2836,2686,2744,11948,2836
18:47:00:671,1,2,437,2839,2687,2751,11952,2839
18:47:00:796,1,2,436,2836,2689,2748,11947,2836
18:47:00:952,1,2,436,2832,2687,2744,11948,2832
18:47:01:077,1,1,437,2842,2684,2734,11952,2842
18:47:01:265,1,2,436,2838,2688,2744,11949,2838
18:47:01:387,1,2,436,2838,2687,2746,11949,2838
18:47:01:543,1,2,436,2832,2688,2744,11949,2832
18:47:01:669,1,2,436,2837,2689,2742,11948,2837
18:47:01:854,1,2,437,2834,2685,2746,11955,2834
18:47:01:980,1,2,436,2840,2688,2739,11950,2840
18:47:02:167,1,2,437,2845,2686,2743,11954,2845
18:47:02:293,1,2,437,2837,2686,2741,11956,2837
18:47:02:451,1,2,437,2837,2685,2746,11957,2837
18:47:02:575,1,2,437,2839,2686,2746,11959,2839
18:47:02:764,1,2,437,2836,2686,2739,11959,2836
18:47:02:890,1,2,437,2835,2682,2747,11959,2835
18:47:03:047,1,2,437,2840,2685,2743,11960,2840
18:47:03:172,1,2,437,2839,2690,2743,11963,2839
18:47:03:360,1,2,437,2838,2686,2747,11963,2838
18:47:03:485,1,2,437,2840,2685,2744,11960,2840
18:47:03:615,1,2,437,2843,2685,2747,11960,2843
18:47:03:752,1,2,437,2835,2681,2745,11962,2835
18:47:03:953,1,2,437,2840,2690,2741,11965,2840
18:47:04:077,1,2,437,2834,2685,2745,11964,2834
18:47:04:265,1,2,437,2835,2683,2739,11965,2835
18:47:04:389,1,2,437,2837,2689,2747,11967,2837
18:47:04:546,1,2,437,2842,2688,2745,11970,2842
18:47:04:670,1,2,437,2840,2688,2743,11967,2840
18:47:04:858,1,2,438,2843,2683,2745,11972,2843
18:47:04:981,1,2,437,2836,2691,2742,11966,2836
18:47:05:169,1,2,438,2840,2691,2748,11972,2840
18:47:05:296,1,2,437,2835,2687,2744,11969,2835
18:47:05:448,1,2,438,2839,2688,2744,11974,2839
18:47:05:573,1,2,438,2833,2680,2740,11974,2833
18:47:05:761,1,2,438,2837,2689,2748,11976,2837
18:47:05:887,1,2,438,2835,2684,2746,11973,2835
18:47:06:013,1,2,438,2838,2685,2743,11980,2838
18:47:06:151,1,2,438,2843,2683,2742,11981,2843
18:47:06:356,1,2,438,2834,2682,2746,11980,2834
18:47:06:480,1,2,438,2834,2690,2745,11982,2834
18:47:06:666,1,2,438,2837,2685,2742,11983,2837
18:47:06:790,1,2,438,2834,2682,2746,11982,2834
18:47:06:947,1,2,438,2835,2683,2747,11981,2835
18:47:07:068,1,2,438,2835,2691,2747,11983,2835
18:47:07:254,1,2,438,2841,2685,2748,11979,2841
18:47:07:380,1,2,438,2830,2685,2746,11985,2830
18:47:07:567,1,2,438,2842,2683,2742,11985,2842
18:47:07:693,1,2,438,2843,2686,2740,11988,2843
18:47:07:850,1,2,438,2831,2685,2747,11989,2831
18:47:07:977,1,2,438,2833,2690,2745,11985,2833
18:47:08:164,1,2,438,2842,2691,2743,11989,2842
18:47:08:289,1,2,439,2837,2689,2748,11993,2837
18:47:08:417,1,2,438,2841,2686,2747,11991,2841
18:47:08:554,1,2,439,2834,2682,2747,11994,2834
18:47:08:754,1,2,438,2838,2684,2745,11991,2838
18:47:08:880,1,2,438,2839,2686,2737,11990,2839
18:47:09:067,1,2,438,2838,2685,2744,11992,2838
18:47:09:193,1,2,438,2836,2686,2744,11989,2836
18:47:09:321,1,2,438,2838,2687,2742,11988,2838
18:47:09:459,1,2,438,2832,2689,2743,11988,2832
18:47:09:647,1,2,439,2842,2685,2743,11995,2842
18:47:09:772,1,2,439,2835,2684,2748,12000,2835
18:47:09:955,1,2,439,2836,2685,2742,11996,2836
18:47:10:080,1,2,439,2845,2682,2749,11996,2845
18:47:10:266,1,2,439,2840,2683,2743,12003,2840
18:47:10:390,1,2,439,2840,2689,2743,12001,2840
18:47:10:519,1,2,439,2841,2691,2741,12000,2841
18:47:10:659,1,2,439,2835,2685,2748,12006,2835
18:47:10:846,1,2,439,2841,2687,2744,12005,2841
18:47:10:971,1,2,439,2840,2688,2745,12005,2840
18:47:11:159,1,2,439,2838,2682,2748,12004,2838
18:47:11:284,1,2,439,2836,2688,2742,12010,2836
18:47:11:472,1,2,439,2837,2689,2739,12010,2837
18:47:11:597,1,2,439,2838,2686,2746,12006,2838
18:47:11:752,1,2,439,2838,2690,2745,12007,2838
18:47:11:878,1,2,439,2841,2682,2744,12009,2841
18:47:12:066,1,2,440,2838,2689,2747,12015,2838
18:47:12:189,1,2,439,2844,2687,2747,12012,2844
18:47:12:315,1,2,439,2839,2685,2747,12013,2839
18:47:12:454,1,2,440,2837,2686,2745,12014,2837
18:47:12:658,1,2,439,2834,2687,2746,12013,2834
18:47:12:784,1,2,439,2839,2686,2740,12008,2839
18:47:12:970,1,2,439,2840,2688,2743,12010,2840
18:47:13:096,1,2,439,2833,2685,2742,12012,2833
18:47:13:249,1,2,440,2836,2688,2741,12014,2836
18:47:13:375,1,2,440,2841,2692,2739,12016,2841
18:47:13:563,1,2,440,2842,2683,2742,12023,2842
18:47:13:686,1,2,440,2840,2686,2743,12020,2840
18:47:13:814,1,2,440,2837,2685,2743,12018,2837
18:47:13:965,1,2,440,2839,2681,2744,12014,2839
18:47:14:153,1,2,440,2839,2692,2744,12023,2839
18:47:14:279,1,2,440,2837,2687,2741,12018,2837
18:47:14:465,1,2,440,2836,2683,2739,12023,2836
18:47:14:588,1,2,440,2835,2681,2745,12024,2835
18:47:14:717,1,2,440,2837,2684,2739,12025,2837
18:47:14:855,1,2,440,2837,2684,2744,12026,2837
18:47:15:058,1,2,440,2840,2686,2743,12027,2840
18:47:15:185,1,2,440,2838,2681,2746,12030,2838
18:47:15:371,1,2,440,2841,2685,2742,12027,2841
18:47:15:498,1,2,440,2836,2687,2744,12028,2836
18:47:15:628,1,2,440,2832,2683,2741,12028,2832
18:47:15:765,1,2,440,2839,2686,2745,12033,2839
18:47:15:953,1,2,440,2835,2687,2747,12034,2835
18:47:16:079,1,2,440,2833,2689,2744,12034,2833
18:47:16:266,1,2,441,2837,2684,2746,12036,2837
18:47:16:391,1,2,441,2836,2686,2740,12039,2836
18:47:16:517,1,2,441,2836,2690,2740,12042,2836
18:47:16:656,1,2,441,2839,2689,2744,12038,2839
18:47:16:859,1,2,441,2839,2691,2746,12041,2839
18:47:16:982,1,2,441,2833,2686,2749,12036,2833
18:47:17:169,1,2,441,2842,2687,2739,12043,2842
18:47:17:293,1,2,441,2840,2692,2739,12041,2840
18:47:17:420,1,2,441,2845,2685,2749,12046,2845
18:47:17:557,1,2,441,2834,2684,2740,12044,2834
18:47:17:762,1,2,441,2838,2690,2745,12047,2838
18:47:17:890,1,2,441,2836,2689,2744,12050,2836
18:47:18:014,1,2,441,2837,2686,2743,12045,2837
18:47:18:153,1,2,441,2838,2688,2737,12055,2838
18:47:18:357,1,2,441,2836,2686,2743,12048,2836
18:47:18:483,1,2,441,2838,2688,2736,12050,2838
18:47:18:670,1,2,441,2839,2689,2743,12051,2839
18:47:18:796,1,2,441,2836,2680,2750,12056,2836
18:47:18:924,1,2,442,2836,2688,2744,12059,2836
18:47:19:062,1,2,441,2840,2688,2746,12055,2840
18:47:19:265,31,2,441,2836,3313,2744,12056,2836
18:47:19:391,30,2,442,2833,3306,2744,12061,2833
18:47:19:518,31,2,442,2844,3314,2745,12057,2844
18:47:19:657,33,2,442,2840,3354,2747,12059,2840
18:47:19:862,36,2,442,2837,3421,2741,12065,2837
18:47:19:986,39,2,442,2838,3496,2747,12066,2838
18:47:20:113,43,2,442,2833,3573,2747,12066,2833
18:47:20:267,47,2,442,2832,3665,2746,12065,2832
18:47:20:454,52,2,442,2836,3757,2744,12066,2836
18:47:20:580,56,2,442,2838,3847,2748,12068,2838
18:47:20:766,60,2,442,2839,3933,2746,12069,2839
18:47:20:891,65,2,442,2840,4023,2742,12067,2840
18:47:21:016,69,2,442,2833,4114,2740,12063,2833
18:47:21:155,73,2,442,2836,4206,2744,12071,2836
18:47:21:357,78,2,442,2844,4303,2743,12075,2844
18:47:21:481,82,2,442,2842,4391,2741,12074,2842
18:47:21:670,87,2,442,2841,4489,2747,12069,2841
18:47:21:796,91,2,442,2837,4576,2748,12072,2837
18:47:21:923,96,2,443,2842,4674,2744,12079,2842
18:47:22:062,100,2,443,2843,4759,2742,12079,2843
18:47:22:264,105,2,443,2840,4866,2741,12078,2840
18:47:22:388,109,2,443,2841,4955,2747,12078,2841
18:47:22:515,113,2,443,2841,5045,2747,12081,2841
18:47:22:653,118,2,442,2840,5139,2741,12076,2840
18:47:22:854,122,2,443,2840,5232,2741,12080,2840
18:47:22:981,126,2,443,2842,5323,2744,12086,2842
18:47:23:168,131,2,443,2842,5424,2746,12086,2842
18:47:23:294,136,2,443,2839,5518,2745,12090,2839
18:47:23:417,140,2,443,2840,5612,2742,12090,2840
18:47:23:556,144,2,443,2837,5701,2743,12089,2837
18:47:23:761,149,2,443,2843,5797,2746,12093,2843
18:47:23:884,154,2,443,2843,5897,2745,12093,2843
18:47:24:070,158,2,443,2834,5996,2743,12091,2834
18:47:24:197,163,2,443,2837,6094,2740,12094,2837
18:47:24:323,167,2,443,2834,6184,2744,12093,2834
18:47:24:461,172,2,443,2829,6283,2743,12097,2829
18:47:24:663,177,2,444,2841,6377,2744,12100,2841
18:47:24:788,181,2,443,2840,6472,2743,12095,2840
18:47:24:915,186,2,443,2839,6573,2743,12096,2839
18:47:25:055,190,2,444,2840,6666,2738,12100,2840
18:47:25:261,195,2,443,2839,6756,2744,12097,2839
18:47:25:383,200,2,443,2828,6860,2747,12095,2828
18:47:25:572,204,2,444,2835,6955,2744,12099,2835
18:47:25:697,209,2,443,2841,7051,2741,12096,2841
18:47:25:823,213,2,444,2840,7148,2743,12105,2840
18:47:25:963,218,2,443,2839,7244,2747,12097,2839
18:47:26:165,222,2,444,2838,7339,2746,12104,2838
18:47:26:289,227,2,444,2837,7435,2747,12115,2837
18:47:26:419,232,2,444,2839,7536,2746,12114,2839
18:47:26:561,236,2,444,2840,7628,2746,12117,2840
18:47:26:764,241,2,444,2842,7722,2747,12113,2842
18:47:26:888,245,2,444,2843,7819,2743,12115,2843
18:47:27:013,250,2,444,2835,7916,2746,12113,2835
18:47:27:170,254,2,444,2836,8008,2742,12116,2836
18:47:27:355,259,2,444,2840,8109,2747,12120,2840
18:47:27:480,264,2,444,2840,8209,2742,12115,2840
18:47:27:670,268,2,444,2837,8303,2744,12119,2837
18:47:27:795,273,2,444,2840,8395,2748,12113,2840
18:47:27:921,277,2,444,2840,8495,2744,12116,2840
18:47:28:057,282,2,444,2837,8591,2747,12116,2837
18:47:28:261,287,2,445,2840,8687,2742,12126,2840
18:47:28:387,291,2,445,2836,8784,2747,12125,2836
18:47:28:515,296,2,445,2841,8880,2747,12124,2841
18:47:28:672,300,2,445,2835,8973,2743,12126,2835
18:47:28:860,304,2,445,2835,9063,2746,12125,2835
18:47:28:984,309,2,445,2837,9154,2745,12129,2837
18:47:29:170,313,2,445,2841,9253,2746,12126,2841
18:47:29:296,318,2,445,2837,9353,2744,12128,2837
18:47:29:422,323,2,445,2840,9446,2744,12126,2840
18:47:29:561,327,2,445,2835,9541,2748,12130,2835
18:47:29:762,332,2,445,2840,9632,2743,12130,2840
18:47:29:888,336,2,445,2836,9730,2749,12133,2836
18:47:30:013,341,2,445,2834,9821,2751,12135,2834
18:47:30:165,345,2,445,2839,9921,2746,12134,2839
18:47:30:369,350,2,445,2841,10011,2743,12139,2841
18:47:30:494,354,2,445,2836,10106,2742,12130,2836
18:47:30:621,359,2,445,2837,10201,2744,12140,2837
18:47:30:759,363,2,446,2838,10296,2745,12142,2838
18:47:30:960,367,2,446,2840,10382,2748,12142,2840
18:47:31:085,372,2,446,2836,10488,2744,12142,2836
18:47:31:212,377,2,446,2839,10583,2747,12144,2839
18:47:31:369,381,2,446,2838,10674,2749,12142,2838
18:47:31:570,386,2,446,2839,10769,2749,12142,2839
18:47:31:696,390,2,446,2837,10862,2745,12144,2837
18:47:31:825,395,2,446,2840,10956,2745,12145,2840
18:47:31:963,399,2,446,2839,11049,2748,12149,2839
18:47:32:164,404,2,446,2839,11145,2745,12149,2839
18:47:32:289,408,2,446,2841,11238,2744,12153,2841
18:47:32:417,412,2,446,2836,11331,2742,12151,2836
18:47:32:570,417,2,446,2845,11425,2741,12149,2845
18:47:32:774,421,2,446,2840,11513,2742,12152,2840
18:47:32:899,426,2,446,2839,11609,2752,12151,2839
18:47:33:028,430,2,446,2841,11703,2746,12157,2841
18:47:33:165,434,2,446,2838,11794,2742,12157,2838
18:47:33:461,443,2,446,2835,11984,2749,12161,2835
18:47:33:773,452,2,446,2839,12170,2744,12162,2839
18:47:34:068,461,2,447,2834,12357,2744,12163,2834
18:47:34:363,470,2,447,2836,12546,2744,12166,2836
18:47:34:660,479,2,447,2843,12731,2746,12169,2843
18:47:34:816,484,2,447,2840,12825,2747,12172,2840
18:47:34:974,488,2,447,2840,12919,2746,12167,2840
18:47:35:114,493,2,447,2837,13015,2742,12171,2837
18:47:35:304,497,2,447,2840,13106,2744,12173,2840
18:47:35:429,501,2,447,2839,13198,2746,12173,2839
18:47:35:570,506,2,447,2839,13294,2749,12170,2839
18:47:35:712,510,2,447,2837,13386,2742,12175,2837
18:47:35:898,515,2,447,2839,13479,2740,12178,2839
18:47:36:022,519,2,447,2839,13573,2749,12177,2839
18:47:36:162,524,2,447,2834,13666,2745,12170,2834
18:47:36:302,528,2,447,2836,13751,2743,12179,2836
18:47:36:490,532,2,447,2836,13844,2745,12176,2836
18:47:36:614,537,2,447,2837,13944,2745,12182,2837
18:47:36:770,541,2,447,2837,14034,2751,12178,2837
18:47:36:911,545,2,447,2840,14122,2748,12183,2840
18:47:37:097,550,2,447,2842,14217,2746,12177,2842
18:47:37:226,554,2,447,2838,14305,2746,12178,2838
18:47:37:364,559,2,447,2840,14410,2745,12181,2840
18:47:37:505,563,2,447,2839,14500,2740,12181,2839
18:47:37:695,568,2,448,2840,14593,2747,12187,2840
18:47:37:820,572,2,447,2839,14683,2745,12182,2839
18:47:37:976,576,2,448,2833,14774,2741,12186,2833
18:47:38:101,581,2,448,2836,14867,2744,12187,2836
18:47:38:290,585,2,448,2842,14960,2741,12185,2842
18:47:38:416,590,2,447,2840,15053,2745,12184,2840
18:47:38:573,594,2,447,2843,15148,2745,12181,2843
18:47:38:714,599,2,448,2836,15241,2743,12187,2836
18:47:38:902,603,2,448,2837,15325,2747,12188,2837
18:47:39:027,607,2,448,2842,15421,2746,12189,2842
18:47:39:167,612,2,448,2839,15514,2747,12193,2839
18:47:39:310,616,2,448,2840,15608,2747,12192,2840
18:47:39:495,620,2,448,2837,15702,2746,12195,2837
18:47:39:621,625,2,448,2835,15795,2745,12197,2835
18:47:39:761,629,2,448,2837,15887,2743,12195,2837
18:47:39:901,634,2,448,2836,15978,2750,12198,2836
18:47:40:090,638,2,448,2838,16075,2748,12201,2838
18:47:40:214,643,2,448,2838,16167,2746,12193,2838
18:47:40:372,647,2,448,2842,16255,2743,12197,2842
18:47:40:511,651,2,448,2838,16349,2744,12199,2838
18:47:40:699,656,2,448,2839,16440,2748,12203,2839
18:47:40:826,660,2,448,2841,16534,2748,12200,2841
18:47:40:964,664,2,448,2836,16626,2748,12195,2836
18:47:41:105,669,2,448,2837,16724,2741,12205,2837
18:47:41:293,673,2,449,2841,16813,2750,12209,2841
18:47:41:416,678,2,448,2837,16907,2741,12202,2837
18:47:41:572,682,2,448,2835,17003,2746,12201,2835
18:47:41:712,687,2,449,2840,17093,2747,12207,2840
18:47:41:901,691,2,448,2839,17184,2746,12204,2839
18:47:42:027,696,2,448,2836,17281,2744,12205,2836
18:47:42:168,700,2,449,2832,17368,2744,12206,2832
18:47:42:309,704,2,449,2839,17463,2752,12207,2839
18:47:42:496,709,2,449,2840,17554,2749,12206,2840
18:47:42:620,713,2,448,2844,17648,2745,12203,2844
18:47:42:777,717,2,449,2840,17737,2747,12211,2840
18:47:42:903,722,2,449,2832,17834,2748,12211,2832
18:47:43:093,726,2,448,2835,17926,2745,12203,2835
18:47:43:218,731,2,449,2837,18021,2747,12211,2837
18:47:43:375,735,2,449,2834,18114,2743,12220,2834
18:47:43:500,740,2,449,2841,18207,2750,12215,2841
18:47:43:686,744,2,449,2836,18303,2740,12218,2836
18:47:43:809,748,2,449,2840,18391,2744,12219,2840
18:47:43:996,753,2,449,2840,18489,2745,12215,2840
18:47:44:122,757,2,449,2837,18573,2743,12218,2837
18:47:44:278,762,2,449,2846,18671,2748,12221,2846
18:47:44:404,766,2,449,2833,18765,2744,12220,2833
18:47:44:592,770,2,449,2834,18854,2749,12220,2834
18:47:44:715,775,2,449,2841,18950,2747,12221,2841
18:47:44:872,780,2,449,2832,19044,2747,12226,2832
18:47:45:012,784,2,449,2840,19131,2750,12226,2840
18:47:45:201,788,2,449,2835,19225,2748,12225,2835
18:47:45:327,793,2,449,2836,19324,2746,12224,2836
18:47:45:465,797,2,450,2836,19418,2747,12229,2836
18:47:45:605,802,2,450,2837,19509,2746,12229,2837
18:47:45:791,806,2,450,2837,19609,2747,12236,2837
18:47:45:920,811,2,450,2836,19699,2744,12233,2836
18:47:46:075,815,2,450,2839,19789,2749,12228,2839
18:47:46:214,820,2,450,2836,19885,2746,12234,2836
18:47:46:400,824,2,450,2840,19976,2752,12233,2840
18:47:46:525,828,2,450,2838,20070,2746,12227,2838
18:47:46:681,833,2,450,2833,20166,2746,12235,2833
18:47:46:808,837,2,450,2839,20260,2740,12235,2839
