time,PT1: HP,PT2: FUEL,PT3: OX,PT4: ENG?, PT5,PT6,PT7,PT8
18:56:07:660,218,4,3,2883,7255,2784,2718,2883
18:56:07:786,218,4,3,2882,7239,2785,2718,2882
18:56:07:972,217,4,3,2881,7228,2785,2717,2881
18:56:08:096,216,4,3,2881,7215,2784,2717,2881
18:56:08:252,216,4,3,2882,7205,2784,2719,2882
18:56:08:378,215,4,3,2877,7184,2785,2717,2877
18:56:08:565,214,4,3,2882,7172,2785,2718,2882
18:56:08:688,214,4,2,2880,7157,2784,2715,2880
18:56:08:844,213,4,2,2881,7145,2784,2714,2881
18:56:08:984,212,4,3,2880,7131,2779,2719,2880
18:56:09:171,212,4,2,2882,7116,2783,2714,2882
18:56:09:297,211,4,3,2882,7105,2781,2717,2882
18:56:09:452,211,4,3,2883,7092,2787,2719,2883
18:56:09:577,210,4,3,2881,7080,2781,2719,2881
18:56:09:764,209,4,3,2882,7063,2785,2718,2882
18:56:09:888,209,4,3,2882,7052,2789,2718,2882
18:56:10:045,208,4,2,2884,7040,2783,2714,2884
18:56:10:170,207,4,2,2881,7024,2783,2713,2881
18:56:10:360,207,4,3,2881,7013,2785,2720,2881
18:56:10:485,206,4,3,2880,6998,2784,2717,2880
18:56:10:674,206,4,3,2883,6985,2781,2716,2883
18:56:10:800,205,4,2,2882,6971,2784,2712,2882
18:56:10:959,204,4,2,2881,6959,2782,2713,2881
18:56:11:083,204,4,3,2878,6946,2784,2717,2878
18:56:11:269,203,4,3,2882,6934,2781,2719,2882
18:56:11:394,203,4,2,2882,6925,2779,2714,2882
18:56:11:553,202,4,2,2881,6910,2780,2714,2881
18:56:11:678,201,4,2,2877,6893,2785,2712,2877
18:56:11:863,201,4,2,2877,6883,2778,2713,2877
18:56:11:987,200,4,3,2880,6866,2782,2717,2880
18:56:12:175,200,4,3,2879,6861,2782,2719,2879
18:56:12:298,199,4,2,2883,6844,2783,2714,2883
18:56:12:456,198,4,2,2881,6832,2787,2712,2881
18:56:12:582,198,4,2,2878,6821,2781,2714,2878
18:56:12:764,197,4,2,2883,6807,2782,2714,2883
18:56:12:889,196,4,2,2878,6794,2781,2715,2878
18:56:13:077,196,4,2,2883,6783,2779,2712,2883
18:56:13:202,195,4,2,2878,6770,2781,2714,2878
18:56:13:356,195,4,2,2881,6758,2779,2713,2881
18:56:13:480,194,3,2,2881,6744,2777,2714,2881
18:56:13:667,193,4,2,2883,6729,2779,2712,2883
18:56:13:793,193,4,3,2878,6722,2780,2716,2878
18:56:13:949,192,3,2,2880,6706,2777,2714,2880
18:56:14:074,192,4,2,2880,6694,2783,2714,2880
18:56:14:260,191,4,2,2878,6684,2778,2715,2878
18:56:14:386,191,4,2,2879,6670,2780,2711,2879
18:56:14:573,190,4,2,2881,6658,2781,2715,2881
18:56:14:699,189,4,2,2881,6646,2785,2714,2881
18:56:14:857,189,4,2,2883,6638,2783,2714,2883
18:56:14:981,188,4,2,2883,6621,2781,2712,2883
18:56:15:167,188,4,2,2881,6610,2781,2715,2881
18:56:15:293,187,4,2,2882,6597,2778,2713,2882
18:56:15:479,187,4,2,2877,6588,2779,2712,2877
18:56:15:603,186,3,2,2880,6577,2776,2714,2880
18:56:15:760,185,4,2,2883,6562,2782,2713,2883
18:56:15:884,185,4,2,2882,6553,2779,2713,2882
18:56:16:071,184,4,2,2878,6540,2779,2713,2878
18:56:16:196,184,4,2,2879,6529,2780,2715,2879
18:56:16:353,183,4,2,2879,6517,2782,2712,2879
18:56:16:477,183,4,2,2877,6510,2782,2713,2877
18:56:16:665,182,3,2,2879,6491,2776,2711,2879
18:56:16:790,181,4,2,2881,6480,2779,2712,2881
18:56:16:979,181,3,2,2879,6467,2776,2713,2879
18:56:17:105,180,4,2,2877,6459,2779,2709,2877
18:56:17:246,180,4,2,2878,6447,2779,2715,2878
18:56:17:374,179,3,2,2879,6434,2774,2709,2879
18:56:17:561,179,4,2,2878,6427,2778,2710,2878
18:56:17:685,178,4,2,2880,6416,2780,2713,2880
18:56:17:872,178,4,2,2878,6401,2779,2711,2878
18:56:17:995,177,4,2,2881,6391,2779,2710,2881
18:56:18:150,177,3,2,2879,6382,2775,2710,2879
18:56:18:276,176,3,2,2880,6369,2777,2710,2880
18:56:18:464,176,3,2,2879,6358,2777,2710,2879
18:56:18:589,175,4,2,2877,6346,2778,2710,2877
18:56:18:777,175,4,2,2878,6334,2778,2712,2878
18:56:18:904,174,3,2,2880,6322,2774,2710,2880
18:56:19:059,173,4,2,2880,6310,2780,2711,2880
18:56:19:185,173,3,2,2877,6300,2777,2709,2877
18:56:19:371,172,3,2,2878,6287,2776,2712,2878
18:56:19:498,172,3,2,2878,6276,2776,2710,2878
18:56:19:653,171,4,2,2878,6265,2779,2710,2878
18:56:19:778,171,3,2,2877,6257,2777,2712,2877
18:56:19:964,170,3,2,2881,6245,2777,2713,2881
18:56:20:089,170,3,2,2878,6233,2776,2712,2878
18:56:20:276,169,3,2,2877,6222,2777,2710,2877
18:56:20:401,169,3,2,2879,6215,2777,2711,2879
18:56:20:559,168,4,2,2878,6201,2780,2712,2878
18:56:20:682,168,3,2,2879,6193,2773,2706,2879
18:56:20:868,167,3,2,2884,6181,2774,2711,2884
18:56:20:994,167,3,2,2879,6171,2777,2713,2879
18:56:21:181,166,3,2,2878,6160,2777,2712,2878
18:56:21:306,166,3,2,2879,6150,2775,2710,2879
18:56:21:463,165,3,2,2876,6139,2773,2711,2876
18:56:21:586,165,3,2,2876,6126,2774,2709,2876
18:56:21:776,164,4,2,2877,6117,2778,2711,2877
18:56:21:899,164,4,2,2878,6106,2778,2710,2878
18:56:22:054,163,3,2,2876,6096,2776,2709,2876
18:56:22:180,163,3,2,2878,6085,2776,2710,2878
18:56:22:366,162,3,2,2878,6074,2775,2711,2878
18:56:22:491,162,3,2,2879,6063,2776,2712,2879
18:56:22:676,161,3,2,2874,6052,2772,2710,2874
18:56:22:802,161,3,2,2880,6042,2775,2713,2880
18:56:22:959,160,3,2,2879,6032,2777,2705,2879
18:56:23:082,160,4,2,2877,6025,2779,2709,2877
18:56:23:269,159,4,2,2881,6012,2778,2706,2881
18:56:23:395,159,3,2,2878,6001,2772,2711,2878
18:56:23:580,158,3,2,2877,5995,2774,2710,2877
18:56:23:705,158,3,2,2882,5983,2775,2710,2882
18:56:23:861,157,4,2,2877,5972,2778,2709,2877
18:56:23:987,157,3,2,2877,5960,2774,2709,2877
18:56:24:174,156,3,2,2879,5950,2774,2708,2879
18:56:24:297,156,3,2,2875,5940,2771,2709,2875
18:56:24:452,155,3,2,2878,5930,2773,2711,2878
18:56:24:578,155,3,2,2877,5919,2772,2708,2877
18:56:24:764,154,3,2,2876,5911,2772,2707,2876
18:56:24:889,154,3,2,2878,5900,2773,2711,2878
18:56:25:077,153,3,2,2877,5885,2774,2708,2877
18:56:25:200,153,3,2,2878,5883,2773,2708,2878
18:56:25:359,152,3,2,2879,5870,2773,2711,2879
18:56:25:482,152,3,2,2877,5858,2774,2709,2877
18:56:25:670,152,3,2,2875,5850,2776,2708,2875
18:56:25:794,151,3,2,2877,5839,2775,2704,2877
18:56:25:978,151,3,2,2880,5832,2772,2707,2880
18:56:26:106,150,3,2,2877,5822,2775,2709,2877
18:56:26:261,150,3,2,2875,5813,2775,2707,2875
