time,PT1: HP,PT2: FUEL,PT3: OX,PT4: ENG?, PT5,PT6,PT7,PT8
18:53:44:581,1142,429,301,2837,26654,11782,9068,2837
18:53:44:706,1142,425,316,2846,26660,11718,9387,2846
18:53:44:892,1142,423,330,2837,26669,11655,9694,2837
18:53:45:017,1143,420,344,2843,26674,11603,9988,2843
18:53:45:175,1143,417,356,2838,26683,11544,10244,2838
18:53:45:301,1143,414,368,2831,26690,11481,10484,2831
18:53:45:487,1144,412,379,2839,26698,11424,10718,2839
18:53:45:612,1144,412,389,2843,26700,11437,10941,2843
18:53:45:738,1144,422,399,2840,26705,11639,11161,2840
18:53:45:893,1144,431,409,2831,26705,11839,11373,2831
18:53:46:080,1145,441,420,2838,26722,12036,11591,2838
18:53:46:204,1145,450,430,2840,26720,12244,11808,2840
18:53:46:391,1145,460,440,2841,26717,12444,12022,2841
18:53:46:517,1145,469,450,2845,26720,12648,12228,2845
18:53:46:674,1145,479,460,2841,26716,12852,12443,2841
18:53:46:798,1145,489,469,2839,26718,13054,12652,2839
18:53:46:984,1145,497,480,2836,26720,13242,12867,2836
18:53:47:108,1145,506,489,2843,26716,13432,13065,2843
18:53:47:297,1145,351,494,2842,26718,10145,13177,2842
18:53:47:423,1145,500,496,2838,26728,13286,13207,2838
18:53:47:580,1145,447,495,2835,26721,12174,13205,2835
18:53:47:703,1145,346,462,2845,26721,10032,12483,2845
18:53:47:890,1145,433,343,2838,26720,11869,9954,2838
18:53:48:015,1145,429,292,2836,26723,11796,8876,2836
18:53:48:142,1145,426,307,2840,26717,11721,9191,2840
18:53:48:279,1145,423,321,2839,26718,11667,9495,2839
18:53:48:483,1145,420,336,2842,26717,11605,9811,2842
18:53:48:610,1145,417,349,2841,26723,11543,10089,2841
18:53:48:795,1145,415,361,2836,26716,11486,10334,2836
18:53:48:918,1145,412,371,2837,26721,11424,10559,2837
18:53:49:076,1145,409,382,2842,26722,11367,10794,2842
18:53:49:201,1145,416,392,2842,26718,11522,11009,2842
18:53:49:389,1145,426,403,2835,26719,11721,11234,2835
18:53:49:515,1145,435,413,2837,26723,11910,11448,2837
18:53:49:641,1145,444,423,2841,26716,12118,11663,2841
18:53:49:792,1145,454,433,2840,26717,12322,11880,2840
18:53:49:978,1145,464,443,2839,26720,12525,12088,2839
18:53:50:101,1144,473,453,2835,26711,12722,12292,2835
18:53:50:290,1145,482,463,2838,26722,12920,12516,2838
18:53:50:416,1145,492,473,2841,26722,13125,12729,2841
18:53:50:545,1145,501,483,2845,26721,13318,12933,2845
18:53:50:683,1145,510,492,2840,26717,13504,13129,2840
18:53:50:871,1145,457,492,2840,26714,12391,13121,2840
18:53:50:995,1145,379,496,2835,26723,10731,13218,2835
18:53:51:183,1145,491,497,2833,26725,13096,13234,2833
18:53:51:308,1145,430,497,2840,26717,11808,13247,2840
18:53:51:495,1145,353,462,2840,26718,10186,12502,2840
18:53:51:620,1145,437,344,2839,26718,11956,9973,2839
18:53:51:775,1145,433,290,2841,26723,11875,8825,2841
18:53:51:900,1145,429,305,2840,26721,11800,9162,2840
18:53:52:086,1145,426,322,2836,26715,11726,9504,2836
18:53:52:211,1145,423,336,2835,26727,11657,9810,2835
18:53:52:398,1145,420,349,2839,26717,11596,10086,2839
18:53:52:523,1145,417,361,2840,26719,11529,10339,2840
18:53:52:680,1145,413,371,2833,26722,11463,10558,2833
18:53:52:804,1145,411,382,2837,26722,11405,10782,2837
18:53:52:992,1145,417,392,2840,26719,11531,11001,2840
18:53:53:117,1145,426,402,2837,26718,11727,11216,2837
18:53:53:246,1145,435,412,2846,26714,11922,11434,2846
18:53:53:381,1145,445,423,2839,26720,12130,11653,2839
18:53:53:584,1145,455,433,2838,26723,12333,11874,2838
18:53:53:709,1145,464,443,2841,26719,12542,12091,2841
18:53:53:897,1145,474,453,2836,26725,12746,12307,2836
18:53:54:023,1145,483,463,2835,26717,12946,12517,2835
18:53:54:179,1145,493,473,2836,26721,13146,12734,2836
18:53:54:304,1145,503,483,2836,26718,13351,12943,2836
18:53:54:491,1145,511,493,2838,26718,13519,13145,2838
18:53:54:615,1145,424,494,2835,26721,11678,13178,2835
18:53:54:741,1145,348,496,2837,26721,10078,13220,2837
18:53:54:881,1145,496,497,2844,26719,13207,13241,2844
18:53:55:083,1145,446,498,2834,26726,12152,13253,2834
18:53:55:209,1145,389,433,2840,26718,10947,11880,2840
18:53:55:335,1145,433,327,2845,26718,11868,9610,2845
18:53:55:489,1145,429,296,2839,26721,11784,8969,2839
18:53:55:675,1145,425,311,2837,26718,11713,9276,2837
18:53:55:800,1145,422,325,2845,26721,11649,9587,2845
18:53:55:985,1145,419,339,2838,26718,11581,9882,2838
18:53:56:111,1145,416,352,2841,26718,11517,10160,2841
18:53:56:235,1145,413,364,2837,26718,11450,10402,2837
18:53:56:391,1145,410,375,2839,26718,11387,10636,2839
18:53:56:578,1145,410,386,2840,26724,11398,10868,2840
18:53:56:703,1145,420,396,2839,26717,11594,11089,2839
18:53:56:889,1145,429,407,2843,26725,11802,11312,2843
18:53:57:014,1145,439,417,2837,26720,12001,11533,2837
18:53:57:140,1145,449,427,2842,26716,12208,11758,2842
18:53:57:280,1145,459,438,2840,26722,12419,11980,2840
18:53:57:483,1145,469,448,2837,26719,12631,12192,2837
18:53:57:608,1145,478,458,2837,26719,12832,12407,2837
18:53:57:796,1145,488,467,2838,26720,13036,12604,2838
18:53:57:919,1145,497,478,2843,26721,13234,12827,2843
18:53:58:076,1145,506,488,2845,26715,13426,13037,2845
18:53:58:201,1145,404,491,2842,26716,11259,13117,2842
18:53:58:388,1145,507,495,2847,26719,13446,13197,2847
18:53:58:512,1145,460,495,2841,26719,12445,13187,2841
18:53:58:639,1145,369,498,2843,26721,10520,13262,2843
18:53:58:790,1145,506,499,2835,26729,13416,13290,2835
18:53:58:980,1145,438,379,2843,26716,11981,10729,2843
18:53:59:106,1145,433,292,2839,26718,11883,8866,2839
18:53:59:294,1145,429,303,2844,26726,11798,9111,2844
18:53:59:419,1145,426,317,2841,26721,11726,9410,2841
18:53:59:546,1145,422,332,2836,26719,11653,9718,2836
18:53:59:682,1145,419,345,2839,26722,11586,10001,2839
18:53:59:885,1145,416,357,2840,26718,11516,10262,2840
18:54:00:010,1145,413,368,2841,26716,11454,10500,2841
18:54:00:135,1145,410,379,2838,26721,11393,10737,2838
18:54:00:289,1145,415,390,2839,26723,11492,10957,2839
18:54:00:480,1145,425,400,2841,26724,11700,11180,2841
18:54:00:605,1145,434,411,2843,26722,11900,11399,2843
18:54:00:790,1145,444,422,2841,26721,12110,11632,2841
18:54:00:916,1145,454,432,2839,26718,12313,11856,2839
18:54:01:043,1145,463,442,2834,26722,12519,12069,2834
18:54:01:181,1145,473,452,2842,26723,12726,12285,2842
18:54:01:381,1145,483,462,2846,26722,12932,12500,2846
18:54:01:504,1145,492,472,2838,26721,13132,12709,2838
18:54:01:690,1145,501,482,2840,26721,13327,12926,2840
18:54:01:818,1145,511,492,2838,26725,13520,13129,2838
18:54:01:946,1145,454,492,2842,26721,12323,13133,2842
18:54:02:084,1145,364,495,2840,26716,10418,13204,2840
18:54:02:287,1145,504,498,2838,26720,13380,13252,2838
18:54:02:421,1145,457,498,2841,26723,12391,13248,2841
18:54:02:533,1145,404,498,2838,26720,11266,13263,2838
18:54:02:678,1145,424,473,2845,26712,11677,12730,2845
18:54:02:869,1145,434,352,2842,26715,11895,10142,2842
18:54:02:977,1145,429,288,2838,26720,11802,8798,2838
18:54:03:167,1145,426,304,2839,26722,11720,9129,2839
18:54:03:277,1145,422,319,2842,26718,11654,9458,2842
18:54:03:469,1145,419,334,2842,26722,11577,9779,2842
18:54:03:577,1145,416,348,2842,26717,11507,10071,2842
18:54:03:768,1145,412,360,2840,26720,11442,10328,2840
18:54:03:877,1145,409,372,2845,26721,11370,10571,2845
18:54:04:068,1145,408,382,2832,26720,11356,10801,2832
18:54:04:177,1145,418,393,2838,26722,11557,11023,2838
18:54:04:370,1145,427,403,2840,26718,11751,11238,2840
18:54:04:477,1145,437,414,2839,26720,11958,11471,2839
18:54:04:668,1145,446,424,2841,26719,12158,11687,2841
18:54:04:777,1145,456,435,2838,26723,12365,11912,2838
18:54:04:970,1145,466,445,2844,26717,12575,12125,2844
18:54:05:077,1145,476,455,2844,26720,12782,12337,2844
18:54:05:269,1145,485,465,2830,26722,12985,12553,2830
18:54:05:377,1145,495,475,2841,26717,13186,12762,2841
18:54:05:569,1145,504,485,2843,26720,13372,12978,2843
18:54:05:677,1145,512,494,2843,26715,13559,13182,2843
18:54:05:870,1145,458,494,2839,26719,12402,13179,2839
18:54:05:977,1145,381,497,2844,26722,10781,13243,2844
18:54:06:169,1145,508,499,2842,26719,13461,13279,2842
18:54:06:277,1145,440,376,2839,26720,12035,10667,2839
18:54:06:468,1145,435,295,2836,26722,11926,8942,2836
18:54:06:577,1145,431,309,2844,26721,11834,9241,2844
18:54:06:769,1145,427,323,2836,26714,11756,9527,2836
18:54:06:876,1145,423,336,2839,26726,11675,9814,2839
18:54:07:069,1145,419,349,2840,26725,11589,10086,2840
18:54:07:176,1145,416,361,2842,26713,11516,10344,2842
18:54:07:370,1145,413,373,2844,26722,11450,10591,2844
18:54:07:476,1145,409,384,2844,26718,11374,10825,2844
18:54:07:671,1145,419,394,2841,26720,11577,11055,2841
18:54:07:776,1145,428,405,2840,26725,11780,11278,2840
18:54:07:971,1145,438,415,2840,26713,11982,11500,2840
18:54:08:076,1145,448,426,2843,26719,12188,11717,2843
18:54:08:270,1145,458,436,2837,26719,12405,11938,2837
18:54:08:377,1145,467,446,2834,26719,12607,12152,2834
18:54:08:570,1145,477,456,2840,26717,12812,12365,2840
18:54:08:676,1145,487,466,2845,26719,13017,12585,2845
18:54:08:870,1145,496,476,2838,26719,13213,12790,2838
18:54:08:976,1145,505,486,2834,26723,13410,13000,2834
18:54:09:172,1145,404,493,2840,26721,11253,13157,2840
18:54:09:278,1145,491,494,2839,26715,13098,13175,2839
18:54:09:473,1145,422,496,2841,26726,11653,13214,2841
18:54:09:579,1145,464,492,2840,26723,12536,13126,2840
18:54:09:772,1145,442,364,2836,26720,12060,10417,2836
18:54:09:876,1145,437,287,2844,26714,11956,8770,2844
18:54:10:072,1145,432,302,2840,26721,11862,9087,2840
18:54:10:176,1145,428,317,2836,26724,11777,9405,2836
18:54:10:372,1145,424,332,2843,26722,11691,9728,2843
18:54:10:476,1145,421,346,2839,26723,11618,10027,2839
18:54:10:671,1145,417,359,2837,26722,11544,10300,2837
18:54:10:777,1145,414,371,2844,26719,11468,10552,2844
18:54:10:970,1145,410,382,2837,26718,11396,10791,2837
18:54:11:076,1145,417,392,2842,26726,11545,11006,2842
18:54:11:275,1145,426,402,2836,26720,11735,11224,2836
18:54:11:379,1145,436,412,2842,26719,11934,11437,2842
18:54:11:575,1145,445,422,2839,26722,12139,11649,2839
18:54:11:679,1145,455,433,2838,26716,12344,11869,2838
18:54:11:874,1145,465,443,2838,26717,12555,12095,2838
18:54:11:978,1145,474,454,2833,26722,12751,12312,2833
18:54:12:173,1145,484,464,2837,26714,12954,12531,2837
18:54:12:277,1145,493,474,2839,26718,13149,12742,2839
18:54:12:476,1145,502,483,2832,26717,13347,12947,2832
18:54:12:577,1145,349,490,2839,26724,10089,13085,2839
18:54:12:776,1145,494,491,2843,26715,13165,13114,2843
18:54:12:879,1145,408,494,2838,26720,11338,13172,2838
18:54:13:075,1145,490,496,2841,26717,13085,13223,2841
18:54:13:179,1145,484,497,2839,26720,12953,13230,2839
18:54:13:375,1145,430,410,2835,26717,11822,11377,2835
18:54:13:478,1145,436,313,2840,26720,11944,9316,2840
18:54:13:674,1145,432,299,2842,26721,11848,9033,2842
18:54:13:778,1145,427,314,2843,26719,11758,9341,2843
18:54:13:972,1145,424,328,2835,26718,11676,9639,2835
18:54:14:078,1145,420,342,2842,26721,11597,9941,2842
18:54:14:275,1145,416,355,2836,26720,11520,10208,2836
18:54:14:380,1145,412,367,2841,26718,11442,10461,2841
18:54:14:577,1145,409,378,2841,26718,11368,10698,2841
18:54:14:681,1145,414,388,2840,26724,11480,10927,2840
18:54:14:977,1145,433,409,2845,26719,11875,11366,2845
18:54:15:277,1145,453,430,2837,26721,12293,11812,2837
18:54:15:576,1145,472,450,2841,26722,12699,12239,2841
18:54:15:876,1145,491,470,2841,26721,13099,12668,2841
18:54:16:178,1145,509,490,2840,26721,13491,13086,2840
18:54:16:326,1145,459,490,2838,26717,12421,13079,2838
18:54:16:480,1145,347,494,2843,26721,10051,13167,2843
18:54:16:626,1145,500,496,2843,26718,13303,13207,2843
18:54:16:781,1145,447,496,2840,26721,12171,13214,2840
18:54:16:926,1145,384,497,2838,26719,10834,13229,2838
18:54:17:081,1145,507,497,2840,26719,13452,13236,2840
18:54:17:227,1145,433,372,2838,26724,11881,10581,2838
18:54:17:383,1145,428,290,2834,26721,11781,8827,2834
18:54:17:525,1145,424,302,2836,26724,11690,9092,2836
18:54:17:680,1145,420,317,2838,26721,11608,9411,2838
18:54:17:826,1145,416,332,2840,26718,11526,9726,2840
18:54:17:980,1145,413,346,2838,26725,11450,10031,2838
18:54:18:125,1145,409,359,2833,26715,11372,10295,2833
18:54:18:281,1145,406,370,2834,26716,11297,10532,2834
18:54:18:426,1145,407,381,2841,26722,11336,10763,2841
18:54:18:581,1145,417,391,2843,26719,11528,10982,2843
18:54:18:726,1145,426,401,2838,26726,11722,11198,2838
18:54:18:882,1145,435,412,2838,26719,11924,11423,2838
18:54:19:026,1145,445,422,2841,26721,12127,11644,2841
18:54:19:181,1145,454,432,2842,26719,12331,11859,2842
18:54:19:326,1145,465,442,2843,26723,12545,12070,2843
18:54:19:481,1145,474,452,2841,26721,12752,12282,2841
18:54:19:627,1145,483,462,2840,26718,12946,12497,2840
18:54:19:779,1145,493,472,2838,26716,13150,12715,2838
18:54:19:926,1145,502,482,2836,26723,13344,12919,2836
18:54:20:081,1145,511,491,2842,26719,13528,13114,2842
18:54:20:225,1145,469,491,2838,26718,12640,13112,2838
18:54:20:381,1145,353,496,2835,26719,10180,13218,2835
18:54:20:526,1145,498,497,2844,26721,13264,13247,2844
18:54:20:681,1145,437,404,2840,26725,11968,11259,2840
18:54:20:827,1145,437,309,2835,26719,11963,9239,2835
18:54:20:978,1145,432,300,2841,26723,11858,9040,2841
18:54:21:125,1145,428,314,2843,26726,11766,9353,2843
18:54:21:281,1145,423,328,2838,26721,11674,9647,2838
18:54:21:425,1145,420,342,2838,26719,11593,9946,2838
18:54:21:580,1145,415,355,2838,26720,11500,10217,2838
18:54:21:727,1145,412,367,2838,26720,11425,10464,2838
18:54:21:879,1145,408,378,2840,26723,11345,10697,2840
18:54:22:026,1145,414,388,2841,26719,11482,10912,2841
18:54:22:180,1145,423,398,2838,26722,11673,11137,2838
18:54:22:325,1145,433,408,2840,26715,11873,11353,2840
18:54:22:480,1145,443,419,2844,26721,12081,11580,2844
18:54:22:625,1145,453,430,2838,26722,12291,11807,2838
18:54:22:806,1145,462,440,2837,26718,12494,12014,2837
18:54:22:925,1145,472,450,2836,26721,12697,12235,2836
18:54:23:081,1145,482,460,2841,26720,12906,12454,2841
18:54:23:225,1145,491,470,2839,26722,13100,12662,2839
18:54:23:380,1145,500,480,2842,26720,13301,12879,2842
18:54:23:525,1145,509,490,2843,26721,13488,13085,2843
18:54:23:678,1145,415,493,2838,26725,11493,13145,2838
18:54:23:825,1145,499,495,2844,26721,13283,13203,2844
18:54:23:981,1145,483,496,2837,26722,12932,13215,2837
18:54:24:125,1145,420,497,2839,26725,11597,13237,2839
18:54:24:280,1145,357,469,2838,26722,10261,12639,2838
18:54:24:425,1145,435,351,2838,26721,11926,10127,2838
18:54:24:581,1145,430,296,2837,26723,11814,8969,2837
18:54:24:725,1145,425,310,2837,26723,11717,9262,2837
18:54:24:880,1145,421,323,2840,26722,11626,9542,2840
18:54:25:025,1145,417,337,2840,26720,11532,9839,2840
18:54:25:182,1145,413,350,2843,26720,11445,10120,2843
18:54:25:325,1145,409,363,2839,26725,11367,10380,2839
18:54:25:482,1145,405,374,2837,26721,11288,10616,2837
18:54:25:648,1145,411,384,2844,26719,11414,10843,2844
18:54:25:776,1145,420,395,2838,26722,11609,11062,2838
18:54:25:995,1145,335,389,3107,26720,9791,10946,3107
18:54:26:119,1145,270,374,3489,26723,8424,10627,3489
18:54:26:251,1145,252,361,3610,26721,8042,10348,3610
18:54:26:388,1145,243,350,3520,26721,7850,10102,3520
18:54:26:592,1145,237,340,3448,26726,7734,9887,3448
18:54:26:715,1145,234,330,3373,26723,7659,9686,3373
18:54:26:843,1145,231,322,3302,26719,7606,9523,3302
18:54:26:980,1145,230,317,3250,26725,7575,9406,3250
18:54:27:183,1145,229,315,3203,26723,7547,9365,3203
18:54:27:309,1145,228,315,3171,26721,7533,9360,3171
18:54:27:436,1145,227,316,3160,26728,7522,9382,3160
18:54:27:590,1145,227,317,3121,26718,7513,9405,3121
18:54:27:793,1145,227,318,3078,26719,7514,9428,3078
18:54:27:919,1145,227,318,3067,26721,7511,9436,3067
18:54:28:045,1145,227,318,3035,26723,7511,9434,3035
18:54:28:183,1145,227,317,3019,26721,7502,9413,3019
18:54:28:382,1145,227,316,3013,26718,7508,9387,3013
18:54:28:507,1145,227,314,2990,26719,7504,9354,2990
18:54:28:693,1145,227,313,2979,26718,7510,9313,2979
18:54:28:818,1145,227,311,2978,26715,7504,9270,2978
18:54:28:944,1145,227,308,2918,26722,7510,9224,2918
18:54:29:097,1145,227,306,2908,26720,7509,9163,2908
18:54:29:285,1145,227,303,2901,26717,7516,9109,2901
18:54:29:411,1145,227,300,2863,26719,7513,9052,2863
18:54:29:538,1145,227,298,2799,26718,7515,9001,2799
18:54:29:691,1145,227,295,2795,26717,7513,8933,2795
18:54:29:892,1145,227,292,2749,26715,7513,8880,2749
18:54:30:018,1145,227,289,2733,26721,7513,8818,2733
18:54:30:145,1145,227,287,2759,26720,7511,8759,2759
18:54:30:298,1145,227,284,2734,26716,7519,8699,2734
18:54:30:594,1145,227,278,2731,26720,7513,8587,2731
18:54:30:889,1145,226,273,2726,26721,7491,8474,2726
18:54:31:185,1145,225,268,2704,26719,7463,8372,2704
18:54:31:493,1145,223,264,2680,26723,7434,8275,2680
18:54:31:790,1145,221,260,2714,26719,7388,8186,2714
18:54:31:931,1145,220,257,2708,26718,7368,8134,2708
18:54:32:118,1145,219,255,2716,26723,7351,8092,2716
18:54:32:241,1145,218,253,2714,26719,7332,8045,2714
18:54:32:397,1145,217,251,2731,26720,7308,8002,2731
18:54:32:535,1145,216,249,2736,26722,7281,7964,2736
18:54:32:723,1145,215,247,2715,26720,7264,7919,2715
18:54:32:849,1145,214,244,2706,26722,7242,7847,2706
18:54:32:990,1145,213,236,2667,26718,7214,7688,2667
18:54:33:131,1145,212,225,2653,26722,7187,7441,2653
18:54:33:319,1145,209,211,2648,26724,7135,7143,2648
18:54:33:442,1145,207,195,2652,26726,7091,6819,2652
18:54:33:599,1145,204,181,2648,26717,7027,6520,2648
18:54:33:740,1145,201,168,2650,26724,6965,6233,2650
18:54:33:925,1145,198,155,2649,26723,6901,5958,2649
18:54:34:051,1145,195,143,2652,26721,6826,5697,2652
18:54:34:193,1145,191,131,2652,26716,6754,5452,2652
18:54:34:333,1144,188,121,2654,26710,6691,5234,2654
18:54:34:520,1145,185,112,2655,26718,6619,5050,2655
18:54:34:645,1145,182,104,2653,26720,6549,4875,2653
18:54:34:799,1145,177,97,2651,26719,6448,4719,2651
18:54:34:926,1145,169,90,2651,26720,6276,4578,2651
18:54:35:099,1145,159,84,2657,26717,6082,4446,2657
18:54:35:226,1145,149,78,2655,26718,5866,4325,2655
18:54:35:398,1145,139,73,2649,26724,5657,4221,2649
18:54:35:539,1145,130,68,2647,26719,5458,4118,2647
18:54:35:693,1145,121,64,2645,26720,5272,4029,2645
18:54:35:837,1145,114,60,2649,26725,5109,3939,2649
18:54:36:022,1145,107,56,2646,26718,4962,3857,2646
18:54:36:144,1145,100,53,2644,26719,4822,3782,2644
18:54:36:302,1145,94,49,2635,26721,4695,3708,2635
18:54:36:427,1145,89,46,2630,26713,4590,3638,2630
18:54:36:616,1145,85,43,2638,26718,4496,3579,2638
18:54:36:742,1145,81,40,2632,26716,4414,3510,2632
18:54:36:900,1145,77,37,2625,26715,4328,3455,2625
18:54:37:024,1145,73,35,2634,26718,4253,3399,2634
18:54:37:209,1145,70,32,2629,26722,4183,3347,2629
18:54:37:334,1145,67,30,2627,26720,4118,3297,2627
18:54:37:491,1145,64,28,2625,26719,4067,3252,2625
18:54:37:631,1145,61,26,2625,26722,4006,3210,2625
18:54:37:817,1145,59,24,2625,26718,3955,3172,2625
18:54:37:942,1145,56,22,2625,26716,3900,3132,2625
18:54:38:099,1145,54,20,2624,26717,3857,3095,2624
18:54:38:224,1145,52,19,2627,26719,3802,3064,2627
18:54:38:410,1145,50,17,2629,26719,3765,3032,2629
18:54:38:535,1145,48,16,2626,26718,3718,3004,2626
18:54:38:692,1145,46,15,2627,26720,3673,2978,2627
18:54:38:832,1145,44,14,2634,26720,3639,2951,2634
18:54:39:018,1145,43,13,2635,26718,3604,2935,2635
18:54:39:141,1145,41,12,2638,26718,3570,2918,2638
18:54:39:298,1145,39,11,2639,26718,3537,2897,2639
18:54:39:424,1145,38,10,2641,26719,3504,2873,2641
18:54:39:611,1145,36,9,2638,26719,3475,2856,2638
18:54:39:739,1145,35,8,2648,26721,3455,2843,2648
18:54:39:893,1145,34,8,2647,26713,3423,2834,2647
18:54:40:032,1145,33,7,2646,26716,3401,2819,2646
18:54:40:221,1145,32,7,2642,26724,3385,2805,2642
18:54:40:344,1145,31,6,2656,26718,3358,2797,2656
18:54:40:501,1145,30,6,2646,26721,3338,2785,2646
18:54:40:625,1145,29,6,2651,26716,3320,2780,2651
18:54:40:812,1145,28,5,2648,26716,3301,2771,2648
18:54:40:938,1145,27,5,2656,26719,3280,2765,2656
18:54:41:128,1145,26,5,2656,26719,3264,2760,2656
18:54:41:254,1145,26,4,2659,26716,3252,2758,2659
18:54:41:394,1145,25,4,2655,26715,3239,2755,2655
18:54:41:534,1145,25,4,2661,26714,3223,2748,2661
18:54:41:722,1145,24,4,2663,26720,3211,2744,2663
18:54:41:846,1145,23,4,2654,26717,3194,2743,2654
18:54:42:002,1145,23,4,2665,26721,3185,2743,2665
18:54:42:126,1145,22,4,2664,26719,3168,2739,2664
18:54:42:314,1145,22,3,2675,26715,3163,2737,2675
18:54:42:438,1145,21,4,2671,26721,3149,2738,2671
18:54:42:593,1145,21,3,2667,26718,3142,2734,2667
18:54:42:733,1145,20,4,2674,26715,3137,2742,2674
18:54:42:922,1145,20,4,2679,26719,3126,2744,2679
18:54:43:047,1145,19,4,2679,26717,3111,2742,2679
18:54:43:205,1145,19,4,2683,26716,3115,2741,2683
18:54:43:329,1145,19,4,2680,26713,3106,2742,2680
18:54:43:517,1145,19,4,2685,26722,3100,2748,2685
18:54:43:640,1145,18,4,2694,26719,3090,2746,2694
18:54:43:797,1145,18,4,2691,26722,3081,2743,2691
18:54:43:938,1145,18,4,2693,26720,3084,2742,2693
18:54:44:125,1145,18,4,2692,26719,3077,2744,2692
18:54:44:249,1145,17,4,2699,26722,3073,2752,2699
18:54:44:407,1145,17,4,2696,26715,3064,2749,2696
18:54:44:531,1145,17,4,2698,26719,3063,2752,2698
18:54:44:717,1145,17,4,2694,26717,3062,2746,2694
18:54:44:841,1145,17,4,2693,26721,3058,2753,2693
18:54:44:996,1145,17,4,2700,26720,3059,2749,2700
18:54:45:137,1145,16,5,2702,26718,3050,2761,2702
18:54:45:325,1145,16,4,2700,26720,3050,2751,2700
18:54:45:449,1145,16,4,2706,26720,3050,2756,2706
18:54:45:607,1145,16,5,2704,26718,3044,2759,2704
18:54:45:731,1145,16,5,2705,26715,3047,2762,2705
18:54:45:920,1145,16,5,2715,26720,3041,2763,2715
18:54:46:044,1145,16,5,2706,26719,3037,2761,2706
18:54:46:200,1145,16,5,2708,26722,3038,2766,2708
18:54:46:338,1145,16,5,2714,26716,3039,2766,2714
18:54:46:527,1145,16,5,2716,26715,3042,2771,2716
18:54:46:653,1145,16,5,2711,26718,3037,2769,2711
18:54:46:793,1145,16,5,2716,26720,3033,2769,2716
18:54:46:933,1145,16,5,2717,26717,3038,2772,2717
18:54:47:116,1145,16,5,2721,26717,3033,2775,2721
18:54:47:241,1145,16,5,2728,26719,3035,2774,2728
18:54:47:395,1145,15,5,2725,26719,3031,2775,2725
18:54:47:538,1145,16,5,2694,26714,3032,2777,2694
18:54:47:724,1145,16,6,2724,26724,3032,2780,2724
18:54:47:847,1145,16,6,2731,26724,3033,2783,2731
18:54:48:006,1145,16,6,2723,26719,3036,2781,2723
18:54:48:131,1145,15,5,2733,26721,3027,2778,2733
18:54:48:321,1145,16,5,2726,26722,3033,2779,2726
18:54:48:445,1145,15,5,2727,26714,3031,2777,2727
18:54:48:605,1145,15,6,2735,26722,3024,2782,2735
18:54:48:729,1145,15,6,2736,26716,3026,2784,2736
18:54:48:915,1145,15,6,2736,26716,3028,2781,2736
18:54:49:040,1145,15,6,2733,26719,3028,2780,2733
18:54:49:226,1145,15,5,2738,26722,3030,2779,2738
18:54:49:350,1145,15,5,2737,26719,3022,2778,2737
18:54:49:505,1145,15,6,2740,26720,3024,2781,2740
18:54:49:630,1144,14,5,2743,26703,3009,2774,2743
18:54:49:817,1139,15,5,2745,26596,3022,2777,2745
18:54:49:940,1134,15,5,2748,26496,3012,2777,2748
18:54:50:130,1129,15,5,2751,26385,3014,2779,2751
18:54:50:256,1124,15,6,2749,26279,3015,2781,2749
18:54:50:396,1119,15,5,2746,26175,3017,2778,2746
18:54:50:537,1114,14,6,2750,26067,3010,2780,2750
18:54:50:723,1108,14,5,2753,25954,3010,2777,2753
18:54:50:847,1103,14,5,2757,25849,3009,2771,2757
18:54:51:004,1098,14,5,2755,25735,3008,2778,2755
18:54:51:128,1093,14,5,2749,25633,3007,2777,2749
18:54:51:313,1088,14,5,2760,25526,3006,2779,2760
18:54:51:438,1083,14,6,2760,25417,3000,2784,2760
18:54:51:624,1078,14,5,2760,25319,3004,2774,2760
18:54:51:748,1074,14,5,2757,25220,3004,2778,2757
18:54:51:906,1068,14,5,2762,25113,3006,2778,2762
18:54:52:031,1064,14,5,2761,25013,3004,2776,2761
18:54:52:216,1059,14,5,2760,24909,2998,2776,2760
18:54:52:340,1054,14,5,2765,24811,2995,2774,2765
18:54:52:528,1049,14,5,2762,24713,3000,2779,2762
18:54:52:654,1045,14,5,2770,24616,2992,2778,2770
18:54:52:809,1040,14,5,2773,24520,3000,2775,2773
18:54:52:937,1036,14,5,2771,24427,2993,2779,2771
18:54:53:124,1031,14,5,2769,24330,2991,2777,2769
18:54:53:247,1027,13,5,2765,24239,2988,2779,2765
18:54:53:401,1022,14,6,2769,24138,2991,2782,2769
18:54:53:524,1018,13,5,2776,24057,2984,2775,2776
18:54:53:713,1014,13,5,2769,23960,2978,2774,2769
18:54:53:839,1009,13,5,2774,23867,2987,2770,2774
18:54:54:026,1005,13,5,2778,23774,2984,2776,2778
18:54:54:154,1000,13,5,2778,23684,2982,2774,2778
18:54:54:309,996,13,5,2778,23594,2978,2774,2778
18:54:54:434,992,13,5,2780,23508,2978,2770,2780
18:54:54:622,988,13,5,2777,23427,2985,2767,2777
18:54:54:747,984,13,5,2782,23335,2977,2775,2782
18:54:54:903,980,13,5,2781,23250,2977,2771,2781
18:54:55:027,976,13,5,2782,23163,2973,2771,2782
18:54:55:214,972,13,5,2781,23086,2972,2769,2781
18:54:55:340,968,13,5,2786,22995,2971,2773,2786
18:54:55:525,964,13,5,2779,22914,2969,2771,2779
18:54:55:654,960,13,5,2787,22832,2971,2773,2787
